color_name,rus_name,hex,r,g,b,hue,sat,val,id
Maximum blue,Максимум синего,#47ABCC,71,171,204,194.8872180451128,0.651960784313726,0.8,1540
Porcelain,Фарфор,#EFF2F3,239,242,243,195.0,0.0164609053497941,0.952941176470588,1541
French Pass,Французский пропуск,#BDEDFD,189,237,253,195.0,0.25296442687747,0.992156862745098,1542
Glacier,Ледник,#80B3C4,128,179,196,195.0,0.346938775510204,0.768627450980392,1543
Onyx,Оникс,#353839,53,56,57,195.00000000000009,0.0701754385964912,0.223529411764706,1544
Spiro Disco Ball,Спиро Диско Шар,#0FC0FC,15,192,252,195.1898734177216,0.94047619047619,0.988235294117647,1545
CG blue,CG синий,#007AA5,0,122,165,195.63636363636363,1,0.647058823529412,1546
Blue bolt,Синий болт,#00B9FB,0,185,251,195.77689243027888,1,0.984313725490196,1547
Winter Wizard,Зимний Волшебник,#A0E6FF,160,230,255,195.7894736842105,0.372549019607843,1,1548
Anakiwa,Анакива,#9DE5FF,157,229,255,195.9183673469388,0.384313725490196,1,1549
Botticelli,Боттичелли,#C7DDE5,199,221,229,196.0,0.131004366812227,0.898039215686275,1550
Regent St Blue,Риджент-Сент-Блю,#AAD6E6,170,214,230,196.0,0.260869565217391,0.901960784313726,1551
Fresh Air,Свежий воздух,#A6E7FF,166,231,255,196.17977528089887,0.349019607843137,1,1552
Teal Blue,Бирюзовый Синий,#044259,4,66,89,196.23529411764704,0.955056179775281,0.349019607843137,1553
Pastel blue,Пастельно-голубой,#AEC6CF,174,198,207,196.3636363636364,0.159420289855072,0.811764705882353,1554
Jelly Bean,Жевательные конфеты,#297B9A,41,123,154,196.4601769911505,0.733766233766234,0.603921568627451,1555
Allports,Оллпортс,#0076A3,0,118,163,196.5644171779141,1,0.63921568627451,1556
Blue sapphire,Синий сапфир,#126180,18,97,128,196.9090909090909,0.859375,0.501960784313725,1557
Seagull,Чайка,#80CCEA,128,204,234,196.9811320754717,0.452991452991453,0.917647058823529,1558
Jelly bean blue,Голубое желе,#44798E,68,121,142,197.02702702702703,0.52112676056338,0.556862745098039,1559
Blue (NCS),Синий (NCS),#0087BD,0,135,189,197.1428571428571,1,0.741176470588235,1560
Vivid cerulean,Яркий лазурный,#00AAEE,0,170,238,197.1428571428571,1,0.933333333333333,1561
Gothic,готика,#6D92A1,109,146,161,197.3076923076923,0.322981366459627,0.631372549019608,1562
Boston Blue,Бостон Блю,#3B91B4,59,145,180,197.35537190082644,0.672222222222222,0.705882352941177,1563
Sky blue,Небесно-голубой,#87CEEB,135,206,235,197.4,0.425531914893617,0.92156862745098,1564
Shakespeare,Шекспир,#4EABD1,78,171,209,197.4045801526717,0.626794258373206,0.819607843137255,1565
Sea blue,Морская синяя,#006994,0,105,148,197.4324324324324,1,0.580392156862745,1566
Lily White,Лили Уайт,#E7F8FF,231,248,255,197.50000000000003,0.0941176470588235,1,1567
Calypso,Калипсо,#31728D,49,114,141,197.6086956521739,0.652482269503546,0.552941176470588,1568
Loblolly,Лоблолли,#BDC9CE,189,201,206,197.64705882352948,0.0825242718446601,0.807843137254902,1569
Orient,Ориент,#015E85,1,94,133,197.72727272727275,0.992481203007519,0.52156862745098,1570
Twitter blue,Твиттер синий,#26A7DE,38,167,222,197.93478260869563,0.828828828828829,0.870588235294118,1571
Tarawera,Таравера,#073A50,7,58,80,198.082191780822,0.9125,0.313725490196078,1572
Pattens Blue,Паттенс синий,#DEF5FF,222,245,255,198.1818181818182,0.129411764705882,1,1573
Rich electric blue,Насыщенный электрический синий,#0892D0,8,146,208,198.6,0.961538461538462,0.815686274509804,1574
Bismark,Бисмарк,#497183,73,113,131,198.6206896551724,0.442748091603053,0.513725490196078,1575
Christmas blue,Рождественский синий,#2A8FBD,42,143,189,198.77551020408163,0.777777777777778,0.741176470588235,1576
Moonstone blue,Лунный камень синий,#73A9C2,115,169,194,198.9873417721519,0.407216494845361,0.76078431372549,1577
Microsoft blue,Майкрософт синий,#00A2ED,0,162,237,198.9873417721519,1,0.929411764705882,1578
Astral,Астральный,#327DA0,50,125,160,199.09090909090912,0.6875,0.627450980392157,1579
Baby blue,Нежно-голубой,#89CFF0,137,207,240,199.22330097087385,0.429166666666667,0.941176470588235,1580
Cadet,Кадет,#536872,83,104,114,199.35483870967744,0.271929824561404,0.447058823529412,1581
Cyan cornflower blue,Голубой васильковый,#188BC2,24,139,194,199.41176470588232,0.876288659793814,0.76078431372549,1582
Dark sky blue,Темно-голубой,#8CBED6,140,190,214,199.45945945945945,0.345794392523364,0.83921568627451,1583
Douban Blue,Дубан Блю,#2496CD,36,150,205,199.5266272189349,0.824390243902439,0.803921568627451,1584
Pale cyan,Бледно-голубой,#87D3F8,135,211,248,199.64601769911505,0.455645161290323,0.972549019607843,1585
Star command blue,Звездная команда синяя,#007BB8,0,123,184,199.8913043478261,1,0.72156862745098,1586
Columbia Blue,Колумбийский синий,#C4D8E2,196,216,226,200.0,0.132743362831858,0.886274509803922,1587
Gunmetal,Оружейная бронза,#2A3439,42,52,57,200.00000000000009,0.263157894736842,0.223529411764706,1588
Bahama Blue,Багама Блю,#026395,2,99,149,200.4081632653061,0.986577181208054,0.584313725490196,1589
Pewter Blue,Оловянно-голубой,#8BA8B7,139,168,183,200.45454545454544,0.240437158469945,0.717647058823529,1590
Curious Blue,Любопытный синий,#2596D1,37,150,209,200.5813953488372,0.822966507177033,0.819607843137255,1591
Blumine,Блюмин,#18587A,24,88,122,200.81632653061223,0.80327868852459,0.47843137254902,1592
Linkedin Blue,Синий Linkedin,#0072B1,0,114,177,201.3559322033898,1,0.694117647058824,1593
Horizon,Горизонт,#5A87A0,90,135,160,201.4285714285714,0.4375,0.627450980392157,1594
Dark gunmetal,Темный бронзовый,#1F262A,31,38,42,201.8181818181818,0.261904761904762,0.164705882352941,1595
Venice Blue,Венецианский синий,#055989,5,89,137,201.8181818181818,0.963503649635036,0.537254901960784,1596
Lochmara,Лохмара,#007EC7,0,126,199,202.01005025125627,1,0.780392156862745,1597
Chathams Blue,Чатемс Блю,#175579,23,85,121,202.0408163265306,0.809917355371901,0.474509803921569,1598
Walmart blue,Walmart синий,#007DC6,0,125,198,202.12121212121207,1,0.776470588235294,1599
Astronaut Blue,Астронавт Блю,#013E62,1,62,98,202.26804123711344,0.989795918367347,0.384313725490196,1600
Ocean boat blue,Океанская лодка синего цвета,#0077BE,0,119,190,202.42105263157893,1,0.745098039215686,1601
Honolulu blue,Гонолулу синий,#006DB0,0,109,176,202.8409090909091,1,0.690196078431373,1602
Bali Hai,Бали Хай,#859FAF,133,159,175,202.8571428571429,0.24,0.686274509803922,1603
Blue cola,Синяя кола,#0088DC,0,136,220,202.9090909090909,1,0.862745098039216,1604
Light sky blue,Светло-голубой,#87CEFA,135,206,250,202.9565217391304,0.46,0.980392156862745,1605
Button blue,Кнопка синяя,#24A0ED,36,160,237,202.98507462686567,0.848101265822785,0.929411764705882,1606
Sail,Плыть,#B8E0F9,184,224,249,203.07692307692312,0.261044176706827,0.976470588235294,1607
Malibu,Малибу,#7DC8F7,125,200,247,203.11475409836063,0.493927125506073,0.968627450980392,1608
Wedgewood,Веджвуд,#4E7F9E,78,127,158,203.25,0.506329113924051,0.619607843137255,1609
French blue,французский синий,#0072BB,0,114,187,203.4224598930481,1,0.733333333333333,1610
Spanish blue,испанский голубой,#0070B8,0,112,184,203.4782608695652,1,0.72156862745098,1611
Blue Bayoux,Голубой Байю,#496679,73,102,121,203.75,0.396694214876033,0.474509803921569,1612
Oslo Grey,Осло Грей,#878D91,135,141,145,203.99999999999991,0.0689655172413792,0.568627450980392,1613
Hit Grey,Хит Грей,#A1ADB5,161,173,181,204.0,0.110497237569061,0.709803921568627,1614
Rolling Stone,Роллинг Стоун,#747D83,116,125,131,204.0,0.114503816793893,0.513725490196078,1615
Iron,Железо,#D4D7D9,212,215,217,204.00000000000003,0.0230414746543777,0.850980392156863,1616
Charcoal,Древесный уголь,#36454F,54,69,79,204.00000000000003,0.316455696202532,0.309803921568627,1617
Weldon Blue,Уэлдон Блю,#7C98AB,124,152,171,204.2553191489361,0.274853801169591,0.670588235294118,1618
Green-blue (Crayola),Зелёный-синий (Crayola),#2887C8,40,135,200,204.375,0.8,0.784313725490196,1619
Carolina blue,каролина блю,#56A0D3,86,160,211,204.48,0.592417061611374,0.827450980392157,1620
Regal Blue,Королевский синий,#013F6A,1,63,106,204.5714285714286,0.990566037735849,0.415686274509804,1621
Nevada,Невада,#646E75,100,110,117,204.7058823529412,0.145299145299145,0.458823529411765,1622
Walmart blue (Website),Walmart синий (Веб-сайт),#0879C9,8,121,201,204.87046632124355,0.960199004975124,0.788235294117647,1623
Blue Whale,Синий кит,#042E4C,4,46,76,205.00000000000003,0.947368421052632,0.298039215686275,1624
Air superiority blue,Воздушное превосходство синий,#72A0C1,114,160,193,205.06329113924053,0.409326424870466,0.756862745098039,1625
Bermuda Grey,Бермудский серый,#6B8BA2,107,139,162,205.0909090909091,0.339506172839506,0.635294117647059,1626
Maya blue,Майя синий,#73C2FB,115,194,251,205.1470588235294,0.541832669322709,0.984313725490196,1627
Cadet grey,Кадет серый,#91A3B0,145,163,176,205.16129032258067,0.176136363636364,0.690196078431373,1628
Gunmetal,Оружейная бронза,#020D15,2,13,21,205.2631578947368,0.904761904761905,0.0823529411764705,1629
Celestial blue,Небесно-голубой,#4997D0,73,151,208,205.3333333333333,0.649038461538462,0.815686274509804,1630
Pale cerulean,Бледно-лазурный,#9BC4E2,155,196,226,205.3521126760563,0.314159292035398,0.886274509803922,1631
Gull Grey,Серая чайка,#9DACB7,157,172,183,205.38461538461533,0.14207650273224,0.717647058823529,1632
Solitude,Одиночество,#EAF6FF,234,246,255,205.7142857142857,0.0823529411764706,1,1633
Matisse,Матисс,#1B659D,27,101,157,205.84615384615387,0.828025477707006,0.615686274509804,1634
Hoki,Хоки,#65869F,101,134,159,205.86206896551727,0.364779874213837,0.623529411764706,1635
Nepal,Непал,#8EABC1,142,171,193,205.8823529411765,0.264248704663212,0.756862745098039,1636
Aero,Аэро,#7CB9E8,124,185,232,206.11111111111111,0.46551724137931,0.909803921568627,1637
Arsenic,Мышьяк,#3B444B,59,68,75,206.25,0.213333333333333,0.294117647058823,1638
Regent Grey,Регент Грей,#86949F,134,148,159,206.4,0.157232704402516,0.623529411764706,1639
Azureish white,Лазурно-белый,#DBE9F4,219,233,244,206.4,0.102459016393443,0.956862745098039,1640
Blue jeans,Синие джинсы,#5DADEC,93,173,236,206.43356643356643,0.60593220338983,0.925490196078431,1641
Microsoft Edge blue,Microsoft Edge синий,#0078D7,0,120,215,206.5116279069768,1,0.843137254901961,1642
Rich black (FOGRA29),Насыщенный черный (FOGRA29),#010B13,1,11,19,206.66666666666663,0.947368421052632,0.0745098039215686,1643
Iceberg,Айсберг,#71A6D2,113,166,210,207.21649484536084,0.461904761904762,0.823529411764706,1644
Steel blue,Стальной синий,#4682B4,70,130,180,207.27272727272728,0.611111111111111,0.705882352941177,1645
Weebly Blue,Уибли Блю,#1F8EED,31,142,237,207.66990291262127,0.869198312236287,0.929411764705882,1646
Ateneo blue,Атенео синий,#003A6C,0,58,108,207.77777777777777,1,0.423529411764706,1647
Nile Blue,Нильский синий,#193751,25,55,81,207.8571428571429,0.691358024691358,0.317647058823529,1648
Cerulean frost,Лазурный иней,#6D9BC3,109,155,195,207.90697674418607,0.441025641025641,0.764705882352941,1649
Alice blue,Элис Блю,#F0F8FF,240,248,255,208.00000000000003,0.0588235294117647,1,1650
Very light azure,Очень светлый лазурный,#74BBFB,116,187,251,208.44444444444443,0.537848605577689,0.984313725490196,1651
Medium electric blue,Средний электрический синий,#035096,3,80,150,208.57142857142856,0.98,0.588235294117647,1652
Walmart blue (1962–1964),Синий Walmart (1962–1964),#0C5DA7,12,93,167,208.6451612903226,0.92814371257485,0.654901960784314,1653
USAFA blue,USAFA синий,#004F98,0,79,152,208.81578947368425,1,0.596078431372549,1654
Spindle,Шпиндель,#B6D1EA,182,209,234,208.84615384615387,0.222222222222222,0.917647058823529,1655
Black coral,Черный коралл,#54626F,84,98,111,208.88888888888889,0.243243243243243,0.435294117647059,1656
Dark cerulean,Темно-лазурный,#08457E,8,69,126,208.98305084745763,0.936507936507936,0.494117647058823,1657
Endeavour,Стараться,#0056A7,0,86,167,209.10179640718565,1,0.654901960784314,1658
Baby blue eyes,Голубые глаза,#A1CAF1,161,202,241,209.25,0.33195020746888,0.945098039215686,1659
Cyan azure,Голубой лазурь,#4E82B4,78,130,180,209.4117647058824,0.566666666666667,0.705882352941177,1660
Green-blue,Зелёный-синий,#1164B4,17,100,180,209.44785276073617,0.905555555555556,0.705882352941177,1661
Dodger blue,Доджер синий,#1E90FF,30,144,255,209.6,0.882352941176471,1,1662
Green Vogue,Зеленый Vogue,#032B52,3,43,82,209.62025316455697,0.963414634146341,0.32156862745098,1663
Zumthor,Цумтор,#EDF6FF,237,246,255,210.0,0.0705882352941176,1,1664
Light slate gray,Светло-серый сланец,#778899,119,136,153,210.0,0.222222222222222,0.6,1665
Slate gray,Сланцево-серый,#708090,112,128,144,210.0,0.222222222222222,0.564705882352941,1666
Pale cornflower blue,Бледно-васильковый,#ABCDEF,171,205,239,210.0,0.284518828451883,0.937254901960784,1667
Rich black (FOGRA39),Насыщенный черный (FOGRA39),#010203,1,2,3,210.0,0.666666666666667,0.0117647058823529,1668
Tufts blue,Пучки синие,#3E8EDE,62,142,222,210.0,0.720720720720721,0.870588235294118,1669
Lapis lazuli,Лазурит,#26619C,38,97,156,210.0,0.756410256410256,0.611764705882353,1670
Bleu de France,Голубой цвет Франции,#318CE7,49,140,231,210.0,0.787878787878788,0.905882352941176,1671
Brilliant azure,Яркая лазурь,#3399FF,51,153,255,210.0,0.8,1,1672
Dark midnight blue,Темно-синий полуночный,#003366,0,51,102,210.0,1,0.4,1673
Midnight blue,Полуночно-синий,#00468C,0,70,140,210.0,1,0.549019607843137,1674
Anti-flash white,Антибликовый белый,#F2F3F4,242,243,244,210.00000000000043,0.0081967213114754,0.956862745098039,1675
Azure,Лазурный,#007FFF,0,127,255,210.1176470588236,1,1,1676
Cyan-blue azure,Голубовато-голубая лазурь,#4682BF,70,130,191,210.2479338842976,0.633507853403141,0.749019607843137,1677
Bondi Blue,Бонди Блю,#02478E,2,71,142,210.42857142857144,0.985915492957746,0.556862745098039,1678
Queen blue,Королева синяя,#436B95,67,107,149,210.7317073170732,0.550335570469799,0.584313725490196,1679
Tropical Blue,Тропический синий,#C3DDF9,195,221,249,211.1111111111111,0.216867469879518,0.976470588235294,1680
Blue Charcoal,Синий уголь,#010D1A,1,13,26,211.2,0.961538461538462,0.101960784313725,1681
Heather,Вереск,#B7C3D0,183,195,208,211.20000000000005,0.120192307692308,0.815686274509804,1682
Big Stone,Большой Камень,#162A40,22,42,64,211.42857142857144,0.65625,0.250980392156863,1683
Yale Blue,Йель Блю,#0F4D92,15,77,146,211.6030534351145,0.897260273972603,0.572549019607843,1684
Silver Lake blue,Синий цвет Silver Lake,#5D89BA,93,137,186,211.6129032258065,0.5,0.729411764705882,1685
Casper,Каспер,#ADBED1,173,190,209,211.66666666666663,0.172248803827751,0.819607843137255,1686
ZTE Blue,ZTE Синий,#4286D2,66,134,210,211.66666666666663,0.685714285714286,0.823529411764706,1687
